DATAFLOW,LAST UPDATE,freq,n_book,isced11,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y35-44,PC,MT,2022,7.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y35-44,PC,NL,2022,18.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y35-44,PC,NO,2022,13.5,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y35-44,PC,PL,2022,9.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y35-44,PC,PT,2022,6.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y35-44,PC,RO,2022,3.8,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y35-44,PC,RS,2022,4.8,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y35-44,PC,SE,2022,15.1,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y35-44,PC,SI,2022,11.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y35-44,PC,SK,2022,8.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y35-44,PC,TR,2022,6.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,AT,2022,11.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,BE,2022,14.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,BG,2022,6.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,CH,2022,14.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,CY,2022,4.5,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,CZ,2022,13.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,DE,2022,,u
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,DK,2022,14.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,EA20,2022,10.3,e
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,EE,2022,17.1,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,EL,2022,5.8,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,ES,2022,10.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,EU27_2020,2022,9.7,e
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,FI,2022,14.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,FR,2022,10.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,HR,2022,7.6,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,HU,2022,8.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,IE,2022,11.5,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,IT,2022,9.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,LT,2022,8.8,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,LU,2022,8.6,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,LV,2022,12.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,ME,2022,3.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,MT,2022,9.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,NL,2022,15.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,NO,2022,13.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,PL,2022,9.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,PT,2022,7.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,RO,2022,2.6,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,RS,2022,4.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,SE,2022,14.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,SI,2022,11.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,SK,2022,9.6,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-54,PC,TR,2022,6.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,AT,2022,12.6,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,BE,2022,13.1,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,BG,2022,6.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,CH,2022,16.1,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,CY,2022,5.8,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,CZ,2022,13.6,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,DE,2022,,u
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,DK,2022,14.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,EA20,2022,10.9,e
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,EE,2022,14.9,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,EL,2022,6.8,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,ES,2022,11.1,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,EU27_2020,2022,10.3,e
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,FI,2022,13.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,FR,2022,11.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,HR,2022,7.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,HU,2022,8.1,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,IE,2022,11.9,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,IT,2022,9.9,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,LT,2022,7.6,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,LU,2022,11.8,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,LV,2022,11.8,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,ME,2022,4.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,MT,2022,10.5,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,NL,2022,16.6,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,NO,2022,15.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,PL,2022,9.9,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,PT,2022,8.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,RO,2022,2.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,RS,2022,5.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,SE,2022,15.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,SI,2022,11.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,SK,2022,9.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y45-64,PC,TR,2022,5.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,AT,2022,13.6,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,BE,2022,11.9,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,BG,2022,6.5,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,CH,2022,17.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,CY,2022,7.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,CZ,2022,14.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,DE,2022,,u
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,DK,2022,14.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,EA20,2022,11.5,e
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,EE,2022,12.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,EL,2022,8.1,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,ES,2022,12.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,EU27_2020,2022,10.9,e
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,FI,2022,13.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,FR,2022,12.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,HR,2022,7.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,HU,2022,8.1,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,IE,2022,12.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,IT,2022,10.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,LT,2022,6.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,LU,2022,15.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,LV,2022,11.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,ME,2022,4.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,MT,2022,11.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,NL,2022,17.5,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,NO,2022,17.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,PL,2022,10.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,PT,2022,9.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,RO,2022,2.8,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,RS,2022,5.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,SE,2022,16.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,SI,2022,11.5,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,SK,2022,8.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y55-64,PC,TR,2022,5.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,AT,2022,14.5,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,BE,2022,15.1,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,BG,2022,8.5,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,CH,2022,16.9,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,CY,2022,10.1,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,CZ,2022,14.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,DE,2022,,u
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,DK,2022,15.8,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,EA20,2022,12.8,e
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,EE,2022,16.6,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,EL,2022,6.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,ES,2022,13.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,EU27_2020,2022,12.0,e
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,FI,2022,10.9,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,FR,2022,13.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,HR,2022,7.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,HU,2022,11.9,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,IE,2022,14.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,IT,2022,11.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,LT,2022,10.6,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,LU,2022,16.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,LV,2022,13.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,ME,2022,3.5,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,MT,2022,8.8,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,NL,2022,23.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,NO,2022,16.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,PL,2022,10.9,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,PT,2022,9.9,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,RO,2022,4.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,RS,2022,4.8,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,SE,2022,17.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,SI,2022,9.9,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,SK,2022,11.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y65-74,PC,TR,2022,5.6,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,AT,2022,16.1,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,BE,2022,12.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,BG,2022,8.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,CH,2022,17.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,CY,2022,9.5,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,CZ,2022,14.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,DE,2022,,u
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,DK,2022,15.8,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,EA20,2022,12.7,e
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,EE,2022,13.1,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,EL,2022,7.8,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,ES,2022,11.9,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,EU27_2020,2022,12.3,e
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,FI,2022,13.9,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,FR,2022,13.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,HR,2022,9.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,HU,2022,10.8,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,IE,2022,14.1,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,IT,2022,10.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,LT,2022,9.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,LU,2022,20.9,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,LV,2022,14.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,ME,2022,3.5,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,MT,2022,13.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,NL,2022,23.5,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,NO,2022,14.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,PL,2022,10.9,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,PT,2022,9.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,RO,2022,2.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,RS,2022,4.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,SE,2022,19.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,SI,2022,9.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,SK,2022,8.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y75-84,PC,TR,2022,2.1,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,AT,2022,13.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,BE,2022,13.8,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,BG,2022,8.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,CH,2022,17.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,CY,2022,5.3,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,CZ,2022,13.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,DE,2022,,u
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,DK,2022,14.8,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,EA20,2022,11.3,e
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,EE,2022,14.1,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,EL,2022,7.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,ES,2022,10.9,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,EU27_2020,2022,11.0,e
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,FI,2022,14.5,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,FR,2022,12.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,HR,2022,9.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,HU,2022,9.6,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,IE,2022,10.8,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,IT,2022,9.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,LT,2022,9.2,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,LU,2022,11.1,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,LV,2022,12.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,ME,2022,7.0,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,MT,2022,8.9,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,NL,2022,17.5,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,NO,2022,14.9,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,PL,2022,10.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,PT,2022,8.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,RO,2022,5.4,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,RS,2022,6.9,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,SE,2022,15.7,
ESTAT:ILC_SCP27(1.0),01/10/24 23:00:00,A,5-9,ED3_4,T,Y_GE16,PC,SI,2022,11.5,
